;start_node;end_node;distance;danger;converted;cyclability;section_id;way_id;is_following_way;facility;road_type;is_DSC;nodes;geometry
296;3476238523;656299962;23.759201242443613;27.323081428810152;False;3.0;115546985;7824247;False;;unclassified;False;[3476238523, 656299962];[(0.7356249, 47.3563987), (0.7354028, 47.35655)]
297;656299962;1074008738;27.2649892551367;31.354737643407205;False;3.0;115546986;7824247;False;;unclassified;False;[656299962, 1074008738];[(0.7354028, 47.35655), (0.7351068, 47.3566903)]
298;1074008738;666991568;50.0085099145785;57.50978640176527;False;3.0;115546987;7824247;False;;unclassified;False;[1074008738, 266016678, 4181045265, 656299994, 4181045266, 666991568];[(0.7351068, 47.3566903), (0.7349935, 47.3567478), (0.7348957, 47.3567894), (0.7348013, 47.356823), (0.7346276, 47.3568659), (0.7345222, 47.356895)]
299;666991568;656299997;58.815443243110415;67.63775972957697;False;3.0;115546988;7824247;False;;unclassified;False;[666991568, 656299995, 5153917114, 5153917113, 656299996, 598182892, 1800518126, 5153917111, 656299997];[(0.7345222, 47.356895), (0.7343322, 47.3569564), (0.7342273, 47.3569938), (0.7341364, 47.3570312), (0.7340573, 47.3570681), (0.7339618, 47.35712), (0.7339164, 47.3571469), (0.7338953, 47.3571596), (0.7338688, 47.3571769)]
300;656299997;630670188;10.025452225819349;11.52927005969225;False;3.0;115546989;7824247;False;;unclassified;False;[656299997, 630670188];[(0.7338688, 47.3571769), (0.733773, 47.3572393)]
301;630670188;1191376371;11.176097272452155;12.852511863319975;False;3.0;115546990;7824247;False;;unclassified;False;[630670188, 1191376371];[(0.733773, 47.3572393), (0.7336664, 47.357309)]
302;1191376371;658022095;94.77562147428904;108.9919646954324;False;3.0;115546991;7824247;False;;unclassified;False;[1191376371, 5153917112, 656300001, 630670190, 630670193, 658022095];[(0.7336664, 47.357309), (0.7336516, 47.3573231), (0.7336391, 47.3573367), (0.7335673, 47.3574162), (0.73307, 47.3579793), (0.7330305, 47.358043)]
303;658022095;57309235;7.642297214167508;8.788641796292634;False;3.0;115546992;7824247;False;;unclassified;False;[658022095, 4995669668, 57309235];[(0.7330305, 47.358043), (0.733022, 47.358076), (0.7330196, 47.3581112)]
304;57309235;57309238;195.7729634462495;225.1389079631869;False;3.0;115546993;7824247;False;;unclassified;False;[57309235, 656299991, 656299993, 57309236, 57309238];[(0.7330196, 47.3581112), (0.7328968, 47.3581615), (0.731679, 47.3586342), (0.7310382, 47.3588783), (0.7307712, 47.3589866)]
305;57309240;1243140266;64.49087272694909;74.16450363599145;False;3.0;115546994;7824248;False;;residential;False;[57309240, 5521318827, 1243140266];[(0.7303595, 47.3595111), (0.7302686, 47.3594912), (0.7295471, 47.3593329)]
306;1243140266;630670330;17.820046610446358;20.493053602013312;False;3.0;115546995;7824248;False;;residential;False;[1243140266, 630670330];[(0.7295471, 47.3593329), (0.7293226, 47.3592837)]
307;630670330;57309243;121.91813985781644;140.2058608364889;False;3.0;115546996;7824248;False;;residential;False;[630670330, 5521318825, 57309241, 57309243];[(0.7293226, 47.3592837), (0.7292418, 47.3592667), (0.728829, 47.3591801), (0.7277352, 47.3591211)]
8577;598241217;610482628;82.14609850066364;94.46801327576318;False;3.0;115555266;46839639;False;;residential;False;[598241217, 5521318844, 598241218, 610482628];[(0.7264991, 47.3614197), (0.7264345, 47.3614054), (0.7259028, 47.3612881), (0.7255268, 47.3611075)]
8581;598241162;266016635;35.83816522354455;41.21389000707623;False;3.0;115555270;46839639;False;;residential;False;[598241162, 598241160, 5521318898, 266016635];[(0.7242836, 47.3592183), (0.7243199, 47.3591146), (0.7243544, 47.3589719), (0.7243714, 47.3589017)]
8656;1800555417;603567636;12.021169626217455;13.824345070150072;False;3.0;115555345;47419185;False;;residential;False;[1800555417, 603567636];[(0.7271219, 47.3561825), (0.7271448, 47.3562895)]
10160;598182885;1191376245;10.688500802880556;12.291775923312638;False;3.0;115556849;49591320;False;;residential;False;[598182885, 1191376245];[(0.7287042, 47.3564147), (0.7287118, 47.3563187)]
10161;1191376245;630669940;49.513694936571824;56.94074917705759;False;3.0;115556850;49591320;False;;residential;False;[1191376245, 630669936, 630669940];[(0.7287118, 47.3563187), (0.7287104, 47.3563089), (0.7287248, 47.3558735)]
10162;630669940;630669946;46.43557261648212;53.40090850895443;False;3.0;115556851;49591320;False;;residential;False;[630669940, 630669943, 630669946];[(0.7287248, 47.3558735), (0.7291753, 47.3558222), (0.7293022, 47.355886)]
10163;630669946;630669952;80.52685490090988;92.60588313604636;False;3.0;115556852;49591320;False;;residential;False;[630669946, 630669949, 1243223846, 630669952];[(0.7293022, 47.355886), (0.7294378, 47.3559563), (0.7302741, 47.3560761), (0.7303144, 47.3560725)]
10164;630669952;630669958;53.90707051564017;61.99313109298619;False;3.0;115556853;49591320;False;;residential;False;[630669952, 1243223856, 630669955, 630669958];[(0.7303144, 47.3560725), (0.7303447, 47.35606), (0.7304109, 47.3558714), (0.7307976, 47.3559181)]
10172;658022095;658022091;124.6955562213608;143.3998896545649;False;3.0;115556861;49591325;False;;residential;False;[658022095, 2505590398, 2505590395, 2505590392, 658022091];[(0.7330305, 47.358043), (0.7322496, 47.3578086), (0.7316308, 47.3576044), (0.7315769, 47.3575926), (0.7315246, 47.3575912)]
10180;598182885;1191376314;9.131975915870331;10.50177230325088;False;3.0;115556869;49591328;False;;residential;False;[598182885, 1191376314];[(0.7287042, 47.3564147), (0.7287005, 47.3564968)]
10181;1191376314;630670051;84.24507695653575;96.88183850001612;False;3.0;115556870;49591328;False;;residential;False;[1191376314, 630670294, 630670299, 630670306, 630670051];[(0.7287005, 47.3564968), (0.7286883, 47.3565906), (0.7287557, 47.3566579), (0.7290918, 47.3569565), (0.7292772, 47.3571198)]
